Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
620,19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Debit Card,Store Pickup,1,Debit Card,Every 3 Months,Loyal,Pre-fall shopping,2,1
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Debit Card,Store Pickup,45,Credit Card,Weekly,New,Back to school,2,9
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Bank Transfer,Standard,48,PayPal,Bi-Weekly,VIP,Christmas present,3,7
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Bank Transfer,Standard,11,Debit Card,Annually,New,Pre-fall shopping,29,4
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Debit Card,Store Pickup,28,Debit Card,Fortnightly,VIP,Summer preperation,25,2
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Debit Card,Standard,19,Venmo,Bi-Weekly,VIP,Back to school,19,2
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Bank Transfer,2-Day Shipping,23,Venmo,Annually,VIP,Back to school,14,4
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Debit Card,Store Pickup,20,Venmo,Weekly,New,Pre-fall shopping,9,9
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Debit Card,2-Day Shipping,39,Credit Card,Quarterly,Loyal,Christmas present,16,3
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Cash,Express,23,Credit Card,Monthly,Loyal,Back to school,20,7
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Cash,Express,41,PayPal,Bi-Weekly,Loyal,Back to school,2,4
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Cash,2-Day Shipping,50,Credit Card,Annually,VIP,Christmas present,16,2
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Credit Card,Next Day Air,37,Cash,Bi-Weekly,VIP,Summer preperation,3,8
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,PayPal,Express,45,Cash,Weekly,VIP,Christmas present,10,7
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Venmo,Store Pickup,36,Bank Transfer,Annually,VIP,Christmas present,27,9
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Bank Transfer,Express,42,Debit Card,Monthly,Loyal,Pre-fall shopping,14,2
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Cash,Store Pickup,44,Venmo,Monthly,Loyal,Summer preperation,22,8
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Cash,Express,35,Credit Card,Every 3 Months,New,Back to school,14,9
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Bank Transfer,Standard,45,Bank Transfer,Weekly,VIP,Back to school,21,3
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Bank Transfer,Free Shipping,40,Debit Card,Quarterly,Loyal,Back to school,16,2
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,PayPal,Free Shipping,49,Cash,Quarterly,New,Pre-fall shopping,24,8
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Venmo,Express,27,Debit Card,Weekly,Loyal,Christmas present,14,9
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Debit Card,Standard,23,Debit Card,Monthly,Loyal,Christmas present,25,1
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Venmo,Store Pickup,40,Debit Card,Fortnightly,New,Summer preperation,12,9
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Bank Transfer,Standard,25,Bank Transfer,Annually,New,Summer preperation,6,5
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Debit Card,Next Day Air,41,Debit Card,Every 3 Months,Loyal,Christmas present,26,4
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Cash,Store Pickup,36,Venmo,Every 3 Months,VIP,Back to school,7,6
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Credit Card,Next Day Air,37,Venmo,Every 3 Months,New,Summer preperation,27,5
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Debit Card,Free Shipping,23,Bank Transfer,Every 3 Months,VIP,Back to school,2,2
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,PayPal,Free Shipping,36,Cash,Weekly,Loyal,Summer preperation,8,7
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Credit Card,Standard,4,Venmo,Monthly,Loyal,Pre-fall shopping,5,6
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Venmo,Next Day Air,13,Bank Transfer,Weekly,VIP,Summer preperation,16,1
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Credit Card,Free Shipping,1,Credit Card,Monthly,New,Pre-fall shopping,4,9
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Cash,Standard,24,Cash,Fortnightly,New,Summer preperation,7,2
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Bank Transfer,2-Day Shipping,39,Bank Transfer,Every 3 Months,New,Christmas present,5,4
777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,PayPal,Standard,8,Venmo,Every 3 Months,New,Back to school,22,7
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Credit Card,Express,38,Cash,Annually,New,Summer preperation,8,1
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,PayPal,Standard,15,Cash,Weekly,VIP,Summer preperation,16,3
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Debit Card,Next Day Air,38,PayPal,Fortnightly,New,Summer preperation,27,3
787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Credit Card,Express,16,Bank Transfer,Every 3 Months,New,Christmas present,14,1
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Venmo,Store Pickup,12,Bank Transfer,Quarterly,VIP,Back to school,5,9
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Cash,Store Pickup,34,Venmo,Annually,Loyal,Christmas present,26,3
802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Credit Card,Express,12,Credit Card,Fortnightly,Loyal,Pre-fall shopping,19,6
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,PayPal,Next Day Air,38,Cash,Every 3 Months,Loyal,Back to school,13,7
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,PayPal,Next Day Air,30,PayPal,Bi-Weekly,New,Summer preperation,14,6
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Debit Card,Store Pickup,32,Debit Card,Bi-Weekly,New,Christmas present,9,2
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Credit Card,Store Pickup,30,PayPal,Fortnightly,Loyal,Pre-fall shopping,25,8
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Cash,Store Pickup,34,Debit Card,Monthly,VIP,Summer preperation,21,5
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Bank Transfer,Next Day Air,28,Debit Card,Quarterly,New,Back to school,20,9
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Credit Card,Express,33,Cash,Every 3 Months,Loyal,Christmas present,6,5
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,PayPal,Express,44,Venmo,Bi-Weekly,VIP,Pre-fall shopping,25,8
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,PayPal,Standard,13,PayPal,Fortnightly,New,Christmas present,27,8
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Bank Transfer,Store Pickup,23,Venmo,Annually,VIP,Pre-fall shopping,30,7
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,PayPal,Free Shipping,10,Venmo,Every 3 Months,New,Summer preperation,28,9
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Venmo,Next Day Air,45,Venmo,Every 3 Months,VIP,Back to school,17,2
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Cash,Express,37,Debit Card,Weekly,VIP,Christmas present,17,9
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Credit Card,Free Shipping,49,Debit Card,Every 3 Months,VIP,Christmas present,7,2
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Debit Card,Express,14,Venmo,Monthly,Loyal,Christmas present,29,2
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Debit Card,Next Day Air,33,Debit Card,Quarterly,Loyal,Christmas present,2,2
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Credit Card,Express,38,Cash,Fortnightly,Loyal,Pre-fall shopping,4,9
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Debit Card,2-Day Shipping,34,Cash,Monthly,New,Pre-fall shopping,15,6
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,PayPal,Express,34,Credit Card,Bi-Weekly,New,Christmas present,21,8
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Credit Card,Express,8,Cash,Monthly,New,Summer preperation,28,3
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,PayPal,Express,11,Cash,Bi-Weekly,Loyal,Pre-fall shopping,22,2
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Bank Transfer,Standard,8,Venmo,Bi-Weekly,VIP,Back to school,23,9
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Venmo,2-Day Shipping,26,Debit Card,Fortnightly,New,Pre-fall shopping,29,1
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Credit Card,Store Pickup,20,Credit Card,Bi-Weekly,VIP,Christmas present,18,7
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Bank Transfer,Free Shipping,21,Debit Card,Fortnightly,New,Pre-fall shopping,18,4
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Venmo,Next Day Air,24,Credit Card,Monthly,New,Summer preperation,12,5
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Bank Transfer,2-Day Shipping,38,PayPal,Every 3 Months,New,Pre-fall shopping,15,4
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Debit Card,Express,39,Cash,Bi-Weekly,New,Christmas present,10,9
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Venmo,Express,11,Venmo,Every 3 Months,New,Back to school,22,1
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Bank Transfer,Store Pickup,11,Cash,Quarterly,VIP,Pre-fall shopping,24,7
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Cash,Free Shipping,31,Credit Card,Bi-Weekly,Loyal,Summer preperation,14,1
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Debit Card,Standard,20,Venmo,Quarterly,Loyal,Christmas present,3,6
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Cash,Standard,26,Debit Card,Fortnightly,New,Christmas present,8,6
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Debit Card,Store Pickup,10,Credit Card,Annually,Loyal,Pre-fall shopping,23,7
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Cash,Express,19,Cash,Annually,Loyal,Summer preperation,30,9
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,PayPal,Free Shipping,4,Cash,Monthly,VIP,Back to school,5,3
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Credit Card,Express,34,Cash,Bi-Weekly,New,Pre-fall shopping,22,7
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Credit Card,Express,12,Bank Transfer,Annually,New,Back to school,19,8
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Credit Card,Store Pickup,36,Bank Transfer,Monthly,New,Summer preperation,24,2
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Venmo,2-Day Shipping,47,PayPal,Fortnightly,New,Summer preperation,9,7
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,PayPal,Store Pickup,24,Cash,Weekly,New,Summer preperation,2,4
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Credit Card,Express,50,Debit Card,Weekly,New,Summer preperation,22,3
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Cash,Store Pickup,25,Cash,Weekly,VIP,Pre-fall shopping,6,8
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Bank Transfer,Standard,32,Bank Transfer,Quarterly,Loyal,Pre-fall shopping,23,3
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Cash,2-Day Shipping,44,Cash,Annually,New,Back to school,27,9
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Credit Card,Next Day Air,50,Venmo,Quarterly,Loyal,Pre-fall shopping,16,9
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Venmo,Standard,2,Credit Card,Annually,Loyal,Summer preperation,15,1
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,PayPal,2-Day Shipping,37,Credit Card,Fortnightly,VIP,Summer preperation,11,1
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Credit Card,Next Day Air,46,Cash,Weekly,New,Summer preperation,14,7
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Bank Transfer,Express,41,Debit Card,Annually,Loyal,Back to school,13,8
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Credit Card,2-Day Shipping,39,PayPal,Weekly,VIP,Pre-fall shopping,10,5
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Cash,Store Pickup,7,Cash,Annually,VIP,Summer preperation,3,7
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Bank Transfer,Free Shipping,15,Credit Card,Annually,Loyal,Christmas present,22,6
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Credit Card,Free Shipping,41,Bank Transfer,Quarterly,Loyal,Christmas present,22,8
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,PayPal,Standard,39,Venmo,Monthly,New,Christmas present,15,9
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Venmo,Next Day Air,11,Cash,Fortnightly,New,Pre-fall shopping,27,5
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Venmo,Next Day Air,47,Credit Card,Weekly,VIP,Pre-fall shopping,23,7
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Credit Card,Next Day Air,17,Bank Transfer,Every 3 Months,Loyal,Summer preperation,14,6
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,Debit Card,Express,48,PayPal,Quarterly,New,Pre-fall shopping,18,2
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,Bank Transfer,2-Day Shipping,20,Credit Card,Weekly,Loyal,Summer preperation,20,3
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,Debit Card,Free Shipping,12,Venmo,Every 3 Months,Loyal,Summer preperation,25,7
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,Debit Card,Next Day Air,32,Debit Card,Bi-Weekly,Loyal,Pre-fall shopping,7,2
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,Cash,Express,49,Credit Card,Fortnightly,New,Back to school,6,1
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,Bank Transfer,Free Shipping,48,Bank Transfer,Monthly,New,Summer preperation,6,1
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,Cash,Standard,45,Credit Card,Annually,Loyal,Summer preperation,15,3
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,Cash,Store Pickup,6,Credit Card,Fortnightly,Loyal,Back to school,27,9
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,Credit Card,Next Day Air,25,Cash,Quarterly,Loyal,Back to school,6,3
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,Debit Card,Express,2,Credit Card,Weekly,New,Pre-fall shopping,12,7
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,4.9,Debit Card,Next Day Air,2,Venmo,Weekly,VIP,Christmas present,26,9
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,Credit Card,Free Shipping,32,PayPal,Quarterly,VIP,Christmas present,4,7
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,Cash,Next Day Air,11,PayPal,Bi-Weekly,New,Back to school,13,2
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,PayPal,Store Pickup,24,Credit Card,Monthly,VIP,Back to school,3,1
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,Debit Card,Standard,11,PayPal,Every 3 Months,New,Summer preperation,20,7
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,Debit Card,Express,40,Cash,Quarterly,VIP,Back to school,29,4
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,Venmo,Store Pickup,22,Debit Card,Monthly,New,Summer preperation,27,6
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,PayPal,Next Day Air,35,Debit Card,Monthly,VIP,Pre-fall shopping,20,1
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,Credit Card,Express,46,Venmo,Fortnightly,Loyal,Back to school,24,6
1135,62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,4.6,Bank Transfer,Express,2,Venmo,Every 3 Months,VIP,Summer preperation,11,4
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,Debit Card,Free Shipping,37,Cash,Monthly,Loyal,Christmas present,28,4
1139,18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,Venmo,Express,32,Venmo,Fortnightly,VIP,Pre-fall shopping,28,2
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,Debit Card,Next Day Air,23,PayPal,Fortnightly,New,Pre-fall shopping,10,3
1144,68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,Cash,Standard,43,PayPal,Quarterly,VIP,Summer preperation,15,8
1145,41,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,4.4,PayPal,2-Day Shipping,25,Bank Transfer,Fortnightly,Loyal,Back to school,25,5
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,PayPal,Express,6,Venmo,Every 3 Months,New,Pre-fall shopping,11,7
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,Credit Card,Standard,11,Cash,Quarterly,Loyal,Pre-fall shopping,7,5
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,Venmo,2-Day Shipping,3,Cash,Annually,VIP,Christmas present,29,2
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,Credit Card,Store Pickup,42,Bank Transfer,Bi-Weekly,VIP,Christmas present,5,6
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,4.6,Credit Card,Free Shipping,39,PayPal,Quarterly,New,Christmas present,7,4
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,Cash,Standard,24,Debit Card,Monthly,VIP,Pre-fall shopping,21,9
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,Credit Card,Express,23,Debit Card,Annually,New,Summer preperation,8,2
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,Cash,Standard,34,Cash,Monthly,Loyal,Pre-fall shopping,26,1
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,PayPal,2-Day Shipping,4,Credit Card,Weekly,VIP,Pre-fall shopping,18,5
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,4.9,Venmo,Free Shipping,28,Debit Card,Annually,New,Back to school,3,4
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,Venmo,2-Day Shipping,18,Credit Card,Fortnightly,Loyal,Pre-fall shopping,22,9
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,Credit Card,Free Shipping,3,Debit Card,Weekly,Loyal,Summer preperation,5,7
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,Bank Transfer,Store Pickup,7,PayPal,Weekly,VIP,Summer preperation,10,4
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,Venmo,Store Pickup,14,Venmo,Every 3 Months,VIP,Summer preperation,9,8
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,4.9,Bank Transfer,Express,36,Bank Transfer,Quarterly,VIP,Christmas present,3,1
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,Bank Transfer,Standard,3,Cash,Quarterly,VIP,Summer preperation,19,7
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,Venmo,Store Pickup,19,Bank Transfer,Bi-Weekly,New,Christmas present,3,8
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,4.6,Debit Card,Standard,49,Venmo,Monthly,Loyal,Summer preperation,16,1
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,PayPal,Store Pickup,35,Debit Card,Every 3 Months,VIP,Back to school,27,3
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,Credit Card,2-Day Shipping,42,Credit Card,Quarterly,Loyal,Back to school,8,1
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,PayPal,Standard,32,Debit Card,Every 3 Months,VIP,Pre-fall shopping,24,1
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,PayPal,Express,48,Venmo,Fortnightly,VIP,Back to school,9,9
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,Debit Card,Next Day Air,43,Credit Card,Monthly,New,Back to school,12,2
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,Venmo,Express,49,PayPal,Annually,New,Pre-fall shopping,13,9
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,Debit Card,Store Pickup,44,Venmo,Monthly,New,Christmas present,7,3
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,Bank Transfer,2-Day Shipping,1,Credit Card,Bi-Weekly,New,Back to school,4,1
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,Debit Card,Express,16,Bank Transfer,Monthly,Loyal,Christmas present,2,9
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,PayPal,Standard,1,PayPal,Monthly,New,Christmas present,12,1
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,PayPal,Next Day Air,37,Bank Transfer,Weekly,Loyal,Christmas present,7,2
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,Debit Card,Express,5,Venmo,Quarterly,Loyal,Christmas present,7,3
1281,30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,PayPal,2-Day Shipping,39,Venmo,Every 3 Months,Loyal,Summer preperation,22,7
1282,29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,Cash,Store Pickup,8,Venmo,Bi-Weekly,VIP,Pre-fall shopping,23,8
1287,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,Bank Transfer,Next Day Air,44,Debit Card,Fortnightly,VIP,Pre-fall shopping,30,6
1295,27,Male,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,Credit Card,Standard,21,Cash,Every 3 Months,Loyal,Summer preperation,14,6
1298,44,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,Debit Card,Standard,32,Venmo,Annually,Loyal,Pre-fall shopping,27,5
1301,67,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,Cash,Next Day Air,47,Credit Card,Every 3 Months,Loyal,Back to school,22,6
1302,42,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,Venmo,Express,21,Debit Card,Weekly,VIP,Summer preperation,2,7
1306,31,Male,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,Venmo,Express,2,PayPal,Every 3 Months,Loyal,Christmas present,25,6
1307,54,Male,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,Cash,Next Day Air,40,PayPal,Annually,VIP,Summer preperation,30,1
1309,59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,Credit Card,Next Day Air,14,Credit Card,Every 3 Months,Loyal,Christmas present,27,4
1310,32,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,Bank Transfer,Store Pickup,41,Cash,Quarterly,VIP,Pre-fall shopping,12,5
1317,28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,PayPal,Standard,14,Debit Card,Bi-Weekly,New,Pre-fall shopping,3,6
1324,58,Male,Shorts,Clothing,62,New York,M,Yellow,Spring,4.6,Cash,Standard,15,Debit Card,Every 3 Months,New,Christmas present,13,7
1327,40,Male,Shoes,Footwear,50,Texas,M,Indigo,Spring,4.6,Bank Transfer,Free Shipping,17,Cash,Monthly,Loyal,Back to school,29,7
1336,56,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,Credit Card,2-Day Shipping,26,Credit Card,Weekly,New,Pre-fall shopping,5,3
1337,23,Male,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,4.8,PayPal,Store Pickup,44,Debit Card,Fortnightly,Loyal,Pre-fall shopping,8,9
1340,36,Male,Belt,Accessories,56,Indiana,L,Olive,Winter,5.0,PayPal,Next Day Air,5,Bank Transfer,Every 3 Months,VIP,Summer preperation,25,8
1341,40,Male,Belt,Accessories,72,Idaho,M,Peach,Fall,4.4,Credit Card,Next Day Air,5,Debit Card,Every 3 Months,VIP,Summer preperation,23,2
1345,56,Male,T-shirt,Clothing,37,New York,S,Violet,Fall,4.9,Credit Card,Next Day Air,14,Cash,Annually,Loyal,Summer preperation,23,2
